name,place_id,location,neighborhood,lat,lng,website,google_maps_url,rating,rating_count,categories,raw_modalities,types
F45 Training Nairobi Lavington,ChIJ1f1bGroZLxgRKGURHJyxUwk,"Lavington Curve Mall 1st Floor, Nairobi, Kenya",Lavington,-1.2781969,36.7695027,https://f45training.com/lavington/home?,https://maps.google.com/?cid=672076053452252456,5,(20),hiit-bootcamp; strength-training; low-impact-training,bootcamp; circuit-training; low-impact-training; strength-training; trx; weightlifting,establishment; gym; health; point_of_interest
Afro Stanley GYM,ChIJRRPScUxtLxgRbZz5R_RLlms,"Utawala Complex, Eastern Bypass, Nairobi, Kenya",,-1.280966,36.9626534,,https://maps.google.com/?cid=7752467321116531821,5,(5),hiit-bootcamp,bootcamp,establishment; gym; health; point_of_interest
Elixir Wellness Centre,ChIJ9_SMXaoTLxgRjmqrrRpv8sM,"Lane 12, Nairobi, Kenya",,-1.2976974,36.8908342,,https://maps.google.com/?cid=14119469942133451406,4.5,(11),hiit-bootcamp,bootcamp,establishment; gym; health; point_of_interest
P23 Gym,ChIJCXOQfR1HLxgRj6BhENFYr2Q,"1st Avenue Kenyatta Road, Juja, Kenya",,-1.1221346,37.0043995,,https://maps.google.com/?cid=7255115179663401103,4.7,(57),hiit-bootcamp,bootcamp,establishment; gym; health; point_of_interest
Harvest Skype Gym,ChIJ04LMCcYnLxgRidR0R4lw-aI,"Gitungo Rd Next to Metropolitan Teachers Sacco, Limuru Town., Kenya",,-1.108457,36.6406734,https://web.facebook.com/harvestlimuru,https://maps.google.com/?cid=11743541238256948361,4.5,(17),hiit-bootcamp,bootcamp,establishment; gym; health; point_of_interest
Zelha Spin & Fitness,ChIJI5HU9yxHLxgRH0QvfTbRYcc,"Kalimoni Highway View Plaza (Former Uchumi Juja Exit, Off Thika Super Hwy, Juja, Kenya",,-1.1080531,37.0138381,,https://maps.google.com/?cid=14366994318247281695,4.9,(7),hiit-bootcamp; cycling,bootcamp; cycling,establishment; gym; health; point_of_interest
Kasarani boxing club,ChIJfZsnXAAVLxgRmoPVWO6dx8c,"Nairobi, Kenya",,-1.2307888,36.9201592,http://www.kasaraniboxingclub.co.ke/,https://maps.google.com/?cid=14395648380931244954,4.8,(6),boxing; martial-arts,boxing; heavy-bag; kickboxing; shadowboxing,establishment; health; point_of_interest
Umoja Estate Boxing & Arts Club,ChIJI_dj_bcTLxgRUhh6PAaecmk,"PVCM+3PQ, Nairobi, Kenya",,-1.2799915,36.88481,,https://maps.google.com/?cid=7598309270949075026,4.6,(20),boxing; martial-arts,boxing; heavy-bag; karate; kickboxing; martial-arts; muay-thai; shadowboxing,establishment; gym; health; point_of_interest
Boxing & Fitness,ChIJa2aDC7wZLxgRtnlZgAm5D9w,"Westlands, Nairobi, Kenya",Westlands,-1.2606167,36.801262,,https://maps.google.com/?cid=15857096263453997494,5,(4),boxing; martial-arts,boxing; heavy-bag; kickboxing; martial-arts; muay-thai; taekwondo,establishment; gym; health; point_of_interest
Fitness and Boxing Coach Nairobi,ChIJbfkeKxAZLxgRvmeKB3sG6Vc,"Nairobi, Kenya",,-1.2660978,36.7402161,,https://maps.google.com/?cid=6334601476350568382,5,(6),boxing; martial-arts,boxing; heavy-bag; kickboxing,establishment; gym; health; point_of_interest
Kenya Boxing Club,ChIJ4Q6hXdk9LxgRid1QNN8jr-0,"Nairobi, Ruiru, Kenya",,-1.1709185,36.8289858,,https://maps.google.com/?cid=17126947349475679625,,,boxing; martial-arts,boxing; heavy-bag; kickboxing; muay-thai; shadowboxing,establishment; health; point_of_interest
Peak Performance Gym,ChIJqzUvYPgbLxgRog20qSWddQE,"Kiambu Rd, Kiambu, Kenya",,-1.1724285,36.8302255,https://instagram.com/kemboi__amon?igshid=MjEwN2IyYWYwYw==,https://maps.google.com/?cid=105162951399574946,5,(12),boxing; martial-arts,boxing; heavy-bag; karate; kickboxing; martial-arts; mixed-martial-arts; muay-thai; taekwondo,establishment; gym; health; point_of_interest
Fitnasiumgym 87,ChIJ9SuG_i0ZLxgR0dqACVHxd6w,"Waiyaki way 87 stage, Nairobi, Kenya",,-1.257961,36.7006252,,https://maps.google.com/?cid=12427667027106257617,4.8,(112),boxing; dance; fitness; martial-arts; low-impact-training; strength-training,boxing; cardio-dance; contemporary-dance; fitness; karate; kickboxing; low-impact-training; martial-arts; modern-dance; strength-training; taekwondo; weightlifting; zumba-dance,establishment; gym; health; point_of_interest
Ongata Rongai Boxing Club,ChIJx8h7YzEFLxgRQhvCVLgW_JI,"Magadi Rd, Ongata Rongai, Kenya",Rongai,-1.3941018,36.7605379,http://www.orbc.co.ke/,https://maps.google.com/?cid=10591365404620364610,4.8,(27),boxing; martial-arts,boxing; kickboxing,establishment; health; point_of_interest
NFC Muay Thai & MMA Training Center,ChIJOb4DUxcVLxgRNx6nOYaiUv8,"Nairobi, Kenya",,-1.2739326,36.9085165,https://www.nakmuay.foundation/,https://maps.google.com/?cid=18397946125138468407,4.8,(5),boxing; martial-arts,boxing; karate; kickboxing; martial-arts; mixed-martial-arts; muay-thai; taekwondo,establishment; gym; health; point_of_interest
Ultra Fitness Gym,ChIJ__9uOHQaLxgRZkOGULI3FBs,"Kilimani Rd, Nairobi, Kenya",Kilimani,-1.2984524,36.778511,,https://maps.google.com/?cid=1951245777552950118,4.7,(165),boxing; dance; strength-training; hiit-bootcamp; cycling; fitness; martial-arts; personal-training; running,boxing; cardio-dance; circuit-training; crossfit; cycling; fitness; heavy-bag; hiit; kickboxing; mixed-martial-arts; muay-thai; personal-training; running; shadowboxing; strength-training; trx; weightlifting; zumba-dance,establishment; gym; health; point_of_interest
Umoja boxing club,ChIJkZPAbAAVLxgRRyR2WZRdONk,"PWF7+7CM, Nairobi, Kenya",,-1.2767041,36.9135548,,https://maps.google.com/?cid=15652363396663616583,5,(1),boxing; martial-arts,boxing; heavy-bag; kickboxing; shadowboxing,car_rental; establishment; point_of_interest
Savannah Fitness Exchange,ChIJhTgRh2sJQBgRr1hWEZWL890,"Vienna Court, State House Rd, Nairobi, Kenya",,-1.2855885,36.8079347,http://www.savannahfitnessexchange.com/,https://maps.google.com/?cid=15993280174080022703,4.6,(56),boxing; hiit-bootcamp; fitness; martial-arts; outdoors; personal-training; strength-training,boxing; crossfit; fitness; kickboxing; outdoors; personal-training; strength-training; trx; weightlifting,establishment; health; point_of_interest
TKO Gym,ChIJ4xEEnwIRLxgRubae3zo2Tsk,"MRWG+M46, Nairobi, Kenya",,-1.3033358,36.8252695,,https://maps.google.com/?cid=14505591076294670009,4.3,(44),boxing; martial-arts; stretching,boxing; kickboxing; stretching,establishment; gym; health; point_of_interest
DRAGONFITNESSARENA,ChIJLT1Wem4bLxgRxi0Gv4mj29M,"Junction apartment, phases 1 Wanyee Rd, Nairobi, Kenya",,-1.2952933,36.7458027,https://youtube.com/channel/UCzO3_HxqGJffGL6QagjPg0g,https://maps.google.com/?cid=15265975173913128390,5,(9),boxing; martial-arts; dance,boxing; kickboxing; martial-arts; taekwondo; zumba-dance,establishment; gym; health; point_of_interest
"WAZITO FITNESS GYM, NAIROBI",ChIJaX5HUlcVLxgR_qeDob1Lw-c,"QV6X+HJ2, Nairobi, Kenya",,-1.2379462,36.9032285,http://wazito-gym.netlify.app/,https://maps.google.com/?cid=16700275121050593278,4.3,(126),boxing; strength-training; fitness; martial-arts; personal-training; dance,boxing; circuit-training; fitness; kickboxing; personal-training; zumba-dance,establishment; gym; health; point_of_interest
Abdullahi Figaay,ChIJX6DABJkVLxgROReoU1Uec74,"Kayole Spine Rd, Mwangaza Rd, Nairobi, Kenya",,-1.2724038,36.9114951,,https://maps.google.com/?cid=13723345841352611641,5,(1),boxing; martial-arts,boxing; martial-arts; taekwondo,establishment; gym; health; point_of_interest
W Exclusive Wellness & Fitness,ChIJDadb7h8XLxgRqp5jTegHX5Y,"Mwanzi Road 3rd Floor, Westgate Shopping Mall 25552, Nairobi, Kenya",,-1.2567709,36.8033238,https://wgym.co.ke/,https://maps.google.com/?cid=10835387922788884138,4.3,(258),boxing; hiit-bootcamp; cycling; fitness; gym-time; martial-arts; personal-training; running; strength-training; stretching,boxing; crossfit; cycling; fitness; gym-time; hiit; indoor-cycling; kickboxing; muay-thai; personal-training; running; strength-training; stretching; taekwondo,establishment; gym; health; point_of_interest
Premier Fitness Centre,ChIJr0vUO9EQLxgR8agY0ou1Xoc,"Premier Fitness Centre, Finance House, Koinange St, Nairobi, Kenya",,-1.2847787,36.8190351,,https://maps.google.com/?cid=9754433455060986097,4.5,(108),boxing; dance; hiit-bootcamp; fitness; gym-time; martial-arts; personal-training; strength-training; stretching,boxing; cardio-dance; crossfit; fitness; gym-time; martial-arts; muay-thai; personal-training; strength-training; stretching; taekwondo,establishment; gym; health; point_of_interest
VMX Fitness,ChIJZXcVQwMXLxgRcVZp4QuR7_I,"The Village Market, 3rd Floor Limuru Rd, Nairobi, Kenya",,-1.229403,36.8046649,http://vmx-fitness.com/,https://maps.google.com/?cid=17505369756824852081,4.7,(96),boxing; strength-training; hiit-bootcamp; cycling; fitness; gym-time; martial-arts; outdoors; personal-training; yoga; dance,boxing; circuit-training; crossfit; cycling; fitness; gym-time; heavy-bag; indoor-cycling; kickboxing; muay-thai; outdoors; personal-training; strength-training; trx; weightlifting; yoga; zumba-dance,establishment; gym; health; point_of_interest
Advanced Fitness Centre Ltd,ChIJwUb8O3YRLxgRd5vPSZqhoZI,"Holden Towers Shimo la Tewa Road, Off Dunga Rd, Nairobi, Kenya",,-1.3056482,36.8321214,https://www.advancedfitness.co.ke/,https://maps.google.com/?cid=10565903884823272311,4.7,(284),boxing; dance; strength-training; hiit-bootcamp; cycling; fitness; martial-arts; personal-training; running; stretching; yoga,boxing; cardio-dance; circuit-training; crossfit; cycling; fitness; heavy-bag; indoor-cycling; kickboxing; personal-training; running; strength-training; stretching; weightlifting; yoga,establishment; gym; health; point_of_interest
Kangemi Amateur Boxing Club,ChIJj3d0RMQZLxgRLis3sCXw3R4,"PPMX+5VX Social Hall, Nairobi, Kenya",,-1.2670149,36.7497316,,https://maps.google.com/?cid=2224197835651754798,2.5,(2),boxing,boxing,establishment; point_of_interest
Abdullahi Figaay Gym,ChIJ2-JMvCoVLxgRhX_tTEDnlzU,"1St Ngong Ave, Nairobi, Kenya",Ngong,-1.2916544,36.8134514,,https://maps.google.com/?cid=3861809468848045957,5,(2),boxing; martial-arts,boxing; kickboxing; martial-arts; taekwondo,establishment; gym; health; local_government_office; point_of_interest
Zettu Unified Martial Arts - ZUMA,ChIJcStfR38RLxgRLwyjHvoTiJk,"YMCA, State House Rd, Nairobi, Kenya",,-1.2803943,36.8128116,https://zuma.co.ke/,https://maps.google.com/?cid=11063114449612377135,4.5,(11),boxing; martial-arts; mind-body,boxing; heavy-bag; jiu-jitsu; karate; kickboxing; krav-maga; martial-arts; mixed-martial-arts; muay-thai; qi-gong; shadowboxing; taekwondo; tai-chi,establishment; health; point_of_interest
Power House Gym,ChIJFRgSxUYSLxgRovZeiCuc6R8,"MVHV+P7J, Airport N Rd, Nairobi, Kenya",,-1.3206746,36.8931272,,https://maps.google.com/?cid=2299540795534800546,4.3,(71),boxing,boxing,establishment; gym; health; point_of_interest
THE MECCA MEN’S GYM SECTION,ChIJLwqfgTAXLxgRv5wIodjjHEI,"Al bait, 1st floor Fourth St, Nairobi, Kenya",,-1.2720506,36.8498327,http://themecca-gym.com/,https://maps.google.com/?cid=4763933025405279423,4.7,(19),boxing; martial-arts; strength-training; dance,boxing; heavy-bag; kickboxing; weightlifting; zumba-dance,establishment; gym; health; point_of_interest
Masera Nick,ChIJTZwZyQQcLxgR8V5N27CawXU,"PM7P+657, Nairobi, Kenya",,-1.2869501,36.6854092,,https://maps.google.com/?cid=8485233257326927601,,,boxing,boxing,establishment; gym; health; point_of_interest
Yobo fiteness,ChIJC8F2fL4RLxgR3GE288L-7Ag,"8100, Nairobi, Kenya",,-1.2841212,36.820861,http://www.yobofitness.com/,https://maps.google.com/?cid=643168960064676316,,,boxing,boxing,establishment; gym; health; point_of_interest
Fitness & Gym Kenya,ChIJx1_p_ikRLxgRg2Sp77dYaLE,"jamia mall Kigali Rd, Starehe, Kenya",,-1.2829502,36.8205599,http://www.fitnessgym.co.ke/,https://maps.google.com/?cid=12783565089314268291,4.9,(46),boxing; strength-training; fitness; gym-time; hiit-bootcamp; martial-arts; outdoors; personal-training; stretching,boxing; circuit-training; fitness; gym-time; heavy-bag; hiit; kickboxing; muay-thai; outdoors; personal-training; strength-training; stretching; weightlifting,clothing_store; establishment; gym; health; point_of_interest; store
Abaka Boxing Foundation,ChIJNfBkLhQaLxgRre2_kxNsiIg,"Mbaazi Rd, Nairobi, Kenya",,-1.2926616,36.7634835,http://abakaboxingfoundation.com/,https://maps.google.com/?cid=9838232217329855917,5,(2),boxing,boxing,establishment; point_of_interest
Boxing club practice area of JKUAT,ChIJ_wlcKSdGLxgRUAK-bzglrRs,"W247+W44, Juja, Kenya",,-1.0927301,37.0128322,,https://maps.google.com/?cid=1994291134318117456,3.8,(22),boxing,boxing,establishment; gym; health; point_of_interest
Coach Frank,ChIJbd-d8CkXLxgRKgWPcfshEr8,"Westland s, Nairobi, Kenya",,-1.2675001,36.812022,,https://maps.google.com/?cid=13768104374650733866,4.9,(10),boxing; martial-arts; personal-training; yoga,boxing; kickboxing; personal-training; yoga,establishment; health; point_of_interest; school
Millennium Gyms & Studios,ChIJYd75tH89LxgRUiTXx9DmGgQ,"Nairobi, Kenya",,-1.198515,36.8240982,https://www.millenniumgyms.co.ke/,https://maps.google.com/?cid=295802509926540370,4.7,(40),boxing; strength-training; cycling; gym-time; pilates; hiit-bootcamp; martial-arts; running,boxing; circuit-training; cycling; gym-time; high-intensity-pilates; hiit; kickboxing; martial-arts; running; taekwondo; weightlifting,establishment; gym; health; point_of_interest
Warrior Martial Arts,ChIJWWU9iTAXLxgRwTtPAh54JvA,"PRM9+HF8, Wambugu Rd, Nairobi, Kenya",,-1.2660814,36.818702,,https://maps.google.com/?cid=17304650688500808641,5,(1),boxing; martial-arts,boxing; karate; kickboxing; krav-maga; martial-arts; mixed-martial-arts; muay-thai; taekwondo,establishment; gym; health; point_of_interest
Nuwaf Abdulahi,ChIJT3_MYL8XLxgRwLPjaeBGUd8,"PRMQ+8W8, Nairobi, Kenya",,-1.2667224,36.8398293,,https://maps.google.com/?cid=16091720873234641856,,,boxing,boxing,establishment; gym; health; point_of_interest
Boxing Fitness Trainer (Coach Mike),ChIJnUt1SQAbLxgReaxOoYhjC9U,"MQ7G+F8V, Langata Rd, Nairobi, Kenya",Langata,-1.3362692,36.7757823,http://www.orbc.co.ke/,https://maps.google.com/?cid=15351473193295457401,,,boxing,boxing,establishment; point_of_interest
THE MECCA LADIES GYM,ChIJv8E-WgAXLxgRTca6geotcvs,"Muyuyu Ave, Nairobi, Kenya",,-1.2715535,36.8493551,http://themecca-gym.com/,https://maps.google.com/?cid=18118594736087025229,4.8,(17),boxing; cycling; martial-arts; personal-training; strength-training; dance,boxing; cycling; heavy-bag; kickboxing; personal-training; weightlifting; zumba-dance,establishment; gym; health; point_of_interest
GYM BRAVO FITNESS CENTRE,ChIJ-5mWjfATLxgRkrDfFnP5tFg,"Nairobi, Kenya",,-1.2834136,36.8798026,,https://maps.google.com/?cid=6392008043845890194,4.4,(89),boxing; dance; cycling; fitness; martial-arts,boxing; cardio-dance; cycling; fitness; kickboxing,establishment; gym; health; point_of_interest
One Tribe Brazilian Jiu-Jitsu,ChIJF5C1ePYVLxgRH-kecp9zCAs,"QV4C+CGQ, Nairobi, Kenya",,-1.2439123,36.8713463,http://onetribebjj.vercel.app/,https://maps.google.com/?cid=795012462882515231,4.6,(39),boxing; martial-arts; mind-body,boxing; jiu-jitsu; karate; krav-maga; martial-arts; mixed-martial-arts; muay-thai; taekwondo; tai-chi,establishment; gym; health; point_of_interest
Antoneddie Gym,ChIJ8S1b_J4VLxgRuf4tKsm2e3M,"Nairobi, Kenya",,-1.2274682,36.9222059,,https://maps.google.com/?cid=8321445711609462457,4.3,(38),boxing; martial-arts; strength-training,boxing; karate; martial-arts; weightlifting,establishment; gym; health; point_of_interest
Women's World of Muay Thai,ChIJt3_OfNYXLxgRohSLv7UgjZM,"PRJW+6VP, Captain Mungai St, Nairobi, Kenya",,-1.2694205,36.8472163,,https://maps.google.com/?cid=10632190260266341538,,,boxing; martial-arts,boxing; karate; kickboxing; martial-arts; muay-thai; taekwondo,establishment; health; point_of_interest
Dream Gym,ChIJb0c7eY4bLxgRshQRlariwjc,"Riruta Business College, Naivasha Rd, North, Kenya",,-1.2857737,36.7398452,,https://maps.google.com/?cid=4018023039841146034,4.6,(27),boxing,boxing,establishment; gym; health; point_of_interest
Khaf the certified personal trainer,ChIJ06ksM8znxIYRIFtqiT3fFl4,"Westlands, Nairobi, Kenya",Westlands,-1.2667641,36.8077294,,https://maps.google.com/?cid=6779851744444308256,5,(31),boxing; personal-training; strength-training; stretching,boxing; personal-training; strength-training; stretching,establishment; health; point_of_interest
SG SCHLENKER AYIEKO FITNESS,ChIJ11xehF8RLxgRHmfAvuFSosA,"Milimani Rd, Nairobi, Kenya",,-1.2893782,36.8074742,,https://maps.google.com/?cid=13880748131030689566,5,(3),boxing; personal-training; strength-training,boxing; personal-training; strength-training,establishment; health; point_of_interest
Gold's Gym,ChIJldvKszoaLxgRfCB4KAX-2Bc,"Ground Floor, Gold's Gym Building, Gathuru Road, Kawangware, PQ62+P6R, Nairobi, Kenya",Kawangware,-1.2881497,36.7505148,,https://maps.google.com/?cid=1718402555949097084,4.6,(29),boxing,boxing,establishment; gym; health; point_of_interest
Golden Gym,ChIJqZ9BELkWLxgRGhnK4sBwGYo,"PRJX+FX9, Nairobi, Kenya",,-1.2688272,36.84999699999999,,https://maps.google.com/?cid=9951108825392748826,4.2,(55),boxing,boxing,establishment; gym; health; point_of_interest
Reymark Hotel Gym,ChIJxai_smE8LxgRqbQe-clLHtg,"RRJG+9QX, Kiambu, Kenya",,-1.1690029,36.8269702,,https://maps.google.com/?cid=15572967892333802665,4,(6),boxing,boxing,establishment; gym; health; point_of_interest
afrik fitness Centre,ChIJN67EcsURLxgR_R0ZbYQ4AE0,"MRPH+3G4, Sungura Rd, Nairobi, Kenya",,-1.3148692,36.82883090000001,,https://maps.google.com/?cid=5548496882337652221,4.3,(11),boxing; fitness,boxing; fitness,establishment; gym; health; point_of_interest
K-Fit Personal Training,ChIJhfiNhQ4XLxgRrAWZE0wJMSo,"Gigiri Craft Center, Nairobi, Kenya",Gigiri,-1.2323208,36.8075187,,https://maps.google.com/?cid=3040221445802755500,5,(5),boxing; personal-training,boxing; personal-training,establishment; health; point_of_interest
Iron Man Fitness Center,ChIJFW6hC8kWLxgRQKoxXKoaRQs,"PRGV+8C5, Kipande Athumani St, Nairobi City, Kenya",,-1.274242,36.8436143,,https://maps.google.com/?cid=812084626803763776,4.3,(6),boxing,boxing,establishment; gym; health; point_of_interest
Forge Boxing Gym,ChIJf9bmwPUZLxgR6GWktjTpanQ,"PPQ2+5M8, 87 Muhuri Rd, Rungiri, Kenya",,-1.2620424,36.7016398,,https://maps.google.com/?cid=8388773668542768616,5,(1),boxing; martial-arts,boxing; martial-arts,establishment; gym; health; point_of_interest
Forge Boxing Gym,ChIJoVxNTwAZLxgRERbl1kV4zNM,"PPQ2+5M8, 87 Muhuri Rd, Rungiri, Kenya",,-1.2620796,36.7016344,,https://maps.google.com/?cid=15261705478605182481,,,boxing,boxing,establishment; gym; health; point_of_interest
KIAMAIKO BOXING CLUB🥊,ChIJBxr8nmMVLxgRdoy-YiY1LNA,"Kiamaiko, Kenya",,-1.2562867,36.8754098,,https://maps.google.com/?cid=15000422897845963894,5,(2),boxing,boxing,establishment; health; point_of_interest
Classic gym and executive salon,ChIJAQnb2d0_LxgRBzOswigNh1o,"Zimmerman Thika road, Nairobi, Kenya",Zimmerman,-1.2097283,36.9064463,,https://maps.google.com/?cid=6523197053985370887,4.6,(37),boxing; dance; strength-training,boxing; cardio-dance; circuit-training,establishment; gym; health; point_of_interest; spa
The Obris personal Trainer Kenya,ChIJMVkma7kZLxgRZvHArkcNoEY,"Ndumbuini shops, Fortsmith Rd, Nairobi, Kenya",,-1.2546884,36.7214679,https://theobrisfitness.com/,https://maps.google.com/?cid=5089082180454379878,4.8,(43),boxing; strength-training; cycling; hiit-bootcamp; personal-training,boxing; circuit-training; cycling; hiit; personal-training; strength-training; weightlifting,establishment; gym; health; point_of_interest
Quest Martial Arts Academy And Fitness Centre,ChIJzVxTGekFLxgR6Wp3_L2FeWw,"2nd Floor, Shoppers Paradise, Rongai, Magadi Rd, Ongata Rongai, Kenya",Rongai,-1.395189,36.7641684,,https://maps.google.com/?cid=7816425679309204201,4.2,(39),boxing; martial-arts,boxing; karate; kickboxing; martial-arts; mixed-martial-arts; muay-thai; taekwondo,establishment; health; point_of_interest
Evib Sports Science - Gym,ChIJEZ4JJBUVLxgRgsLnAP580uk,"Evib House, Deliverance Road, Off Kasarani Road, Nairobi, Kenya",Kasarani,-1.2324221,36.9308465,,https://maps.google.com/?cid=16848666586325172866,4.6,(243),boxing; dance; cycling; martial-arts; strength-training,boxing; cardio-dance; cycling; karate; martial-arts; strength-training; weightlifting; zumba-dance,establishment; gym; health; point_of_interest
Blue Phoenix Martial Sports gym,ChIJR_7rNAA_LxgRejxV29KTuPY,"Nairobi, Kenya",,-1.2014645,36.8929807,,https://maps.google.com/?cid=17778122062877244538,5,(3),boxing; martial-arts,boxing; karate; kickboxing; martial-arts; muay-thai; taekwondo,establishment; health; point_of_interest
Galaxy Gym and Health Club,ChIJw3Vpel8VLxgRUzFoMHJT6qQ,"Ruiru, Kenya",,-1.2157469,36.9357948,,https://maps.google.com/?cid=11883402316673986899,4.3,(81),boxing,boxing,establishment; gym; health; point_of_interest
TitohFitness Gym,ChIJP5Pk9P8FLxgRBqUtewGxQmU,"magadi road, Ongata Rongai, Kenya",Rongai,-1.3967476,36.7530011,,https://maps.google.com/?cid=7296588966213297414,4.7,(54),boxing; martial-arts,boxing; kickboxing,establishment; gym; health; point_of_interest
The Dalia gyms syokimau,ChIJBWA2JwANLxgR_Jdh-M_pPD8,"Githunguri road, Ruiru, Kenya",,-1.1353396,36.9496985,,https://maps.google.com/?cid=4556774002426746876,5,(3),boxing,boxing,establishment; gym; health; point_of_interest
Kiserian Boxing Federation,ChIJy9eA6lMBLxgRFbCEk4YLrZ0,"Kiserian, Kenya",,-1.4211294,36.6806424,,https://maps.google.com/?cid=11361750107554099221,,,boxing,boxing,establishment; gym; health; point_of_interest
CNC FITNESS HUB,ChIJl34wI2YTLxgRnauMFSo6Ku0,"MVMW+X79, Fedha Rd, Nairobi, Kenya",,-1.3150993,36.8957474,,https://maps.google.com/?cid=17089535688435346333,4.4,(41),dance; hiit-bootcamp,cardio-dance; hiit,establishment; gym; health; point_of_interest
Nuru Fitness Gym,ChIJJeGI3PoTLxgRr8Sn_m8pzH0,"Greenspan Mall, 2nd Floor, Nairobi, Kenya",,-1.2889512,36.9013585,http://www.nurufitness.co.ke/,https://maps.google.com/?cid=9064665710980482223,3.8,(15),dance; strength-training,cardio-dance; strength-training; zumba-dance,establishment; gym; health; point_of_interest
Aga Khan Sports Centre,ChIJeUcF30IXLxgRF67ZIaysxyU,"Mtama Rd, Nairobi, Kenya",,-1.259696,36.823719,https://www.aksc.co.ke/,https://maps.google.com/?cid=2722334355071020567,4.2,(276),dance; gym-time; running; stretching,cardio-dance; gym-time; running; stretching; zumba-dance,establishment; health; hospital; point_of_interest
RDF GYM & SPA,ChIJP0JurkURLxgR0cxmIYLkpJg,"Baricho Rd, Nairobi, Kenya",,-1.3011976,36.8258216,,https://maps.google.com/?cid=10999167437502860497,,,dance,cardio-dance; zumba-dance,establishment; gym; health; point_of_interest
Mzuqa gym and aerobics,ChIJqyOBzVM9LxgRL3Bj7ZGxaLs,"Limuru Rd, Ruaka, Kenya",,-1.2084099,36.7885138,,https://maps.google.com/?cid=13504238722981523503,4.7,(25),dance; martial-arts,cardio-dance; kickboxing; zumba-dance,establishment; gym; health; point_of_interest
Nextgen Gym,ChIJ96W2kkMRLxgRsj3wuFjphAQ,"Mombasa Road, Nairobi, Kenya",,-1.3234212,36.8437829,https://nextgengym.fitness/,https://maps.google.com/?cid=325641640346664370,4.6,(220),dance; strength-training; cycling; fitness; gym-time; pilates; hiit-bootcamp; martial-arts; outdoors; personal-training; stretching; yoga,cardio-dance; circuit-training; contemporary-dance; cycling; fitness; gym-time; high-intensity-pilates; hiit; indoor-cycling; kickboxing; outdoors; personal-training; strength-training; stretching; trx; weightlifting; yoga; zumba-dance,establishment; gym; health; point_of_interest
South Fitness,ChIJUz6ICagRLxgRiGEzVdT7iNQ,"Fedha Plaza, Nairobi City, Kenya",,-1.2636026,36.8065629,,https://maps.google.com/?cid=15314767422254440840,4.1,(103),dance,cardio-dance,establishment; health; point_of_interest
Next Level Fitness Gym & Spa,ChIJd0Z2QhINLxgRf3RWeo353oc,"8350 nairobi KE, Nairobi, Kenya",,-1.3645749,36.9123851,,https://maps.google.com/?cid=9790537025988228223,4.4,(76),dance; fitness,cardio-dance; fitness,establishment; gym; health; point_of_interest
Potters Gym,ChIJGXBLkl0RLxgR3LXNubTEduU,"Vara View House, Jagoo Ln, Nairobi, Kenya",,-1.2939123,36.8611199,,https://maps.google.com/?cid=16534619362427778524,4.1,(7),dance,cardio-dance,establishment; gym; health; point_of_interest
Ultimo Fitness & Spa,ChIJV1bLLAAbLxgRs4WnTVMouFI,"PQ6F+429, Gitanga Rd, Nairobi, Kenya",,-1.2897097,36.7726058,http://www.ultimofitness.com/,https://maps.google.com/?cid=5960558445075072435,5,(1),dance,cardio-dance,establishment; gym; health; point_of_interest
Sk8City Nairobi,ChIJH1RZH0cXLxgRu1-tTQtS6qM,"12th floor Diamond Plaza 2, Nairobi, Kenya",,-1.2582813,36.8190835,http://www.skatecitynairobi.co.ke/,https://maps.google.com/?cid=11811343181233872827,4.4,(221),dance,cardio-dance; dance,establishment; point_of_interest
RDF Gym And Spa,ChIJLz2u7ysFLxgRFHnlDsLRpiM,"2nd Floor, Maasai Mall, Ongata Rongai, Kenya",Rongai,-1.3940328,36.764124,,https://maps.google.com/?cid=2568971268865227028,3.8,(10),dance,cardio-dance,establishment; gym; health; point_of_interest
Burn n Blast Fitness Studio,ChIJY--pE34TLxgR9Vlt-CjHZtk,"Moi Drive, Nairobi, Kenya",,-1.2845118,36.8928313,,https://maps.google.com/?cid=15665427332635384309,,,dance,cardio-dance,establishment; gym; health; point_of_interest
MDA Studios,ChIJkd2jU9EbLxgRpfkFt-7Uw-4,"Valley Arcade, Nairobi, Kenya",,-1.2901653,36.7700396,http://www.mda-africa.com/,https://maps.google.com/?cid=17204829123223353765,5,(5),dance; cycling; martial-arts,cardio-dance; contemporary-dance; cycling; dance; jazz-dance; kickboxing; modern-dance; zumba-dance,establishment; gym; health; point_of_interest
Kaloleni Social Hall,ChIJ4ZX2EBURLxgRo1-hY_OEccM,"PR3V+HVP, Nairobi, Kenya",,-1.2960442,36.8447143,,https://maps.google.com/?cid=14083183690647691171,3.9,(333),dance; stretching,cardio-dance; dance; stretching,establishment; gym; health; point_of_interest
Zazu Studios Limited,ChIJaTXMTrkXLxgRd4gu3GZeQtA,"PRQ6+5QH The Radiance Mall, 1st Floor First Parklands Ave, Nairobi, Kenya",Parklands,-1.2619794,36.8120833,https://www.zazu.fit/,https://maps.google.com/?cid=15006660704225626231,5,(12),dance; fitness; personal-training; strength-training; stretching; yoga,cardio-dance; fitness; personal-training; strength-training; stretching; yoga,establishment; gym; health; point_of_interest
